Timestamp	Ah	Voltage (V)	Current (A)	Power (Watt)	Speed (m/s)	Distance (m)	Degree (°)	RPM (Rounds/Minute)	ThO	ThI	AuxA	AuxD	Flgs
16:02:41	4.65	17.47	1.06	18.52	29.33	248.35	27.77	258.12	0.97	0.32	0.43	0.11	64
16:02:42	2.57	17.88	8.5	151.98	54.31	675.37	26.22	4168.0	0.86	0.1	0.89	0.07	190
16:02:43	3.16	16.61	6.59	109.46	75.11	403.45	30.2	2633.86	0.61	0.14	0.63	0.01	194
16:02:44	4.0	14.86	4.8	71.33	81.88	687.95	27.77	4885.23	0.62	0.42	0.79	0.89	11
16:02:45	2.48	16.38	1.86	30.47	30.79	670.32	29.87	2096.59	0.21	0.57	0.23	0.31	186
16:02:46	0.57	17.94	2.78	49.87	6.3	867.49	26.49	3663.01	0.56	0.97	0.1	0.75	51
16:02:47	1.45	12.31	7.02	86.42	24.99	709.75	29.93	3660.21	0.85	0.83	0.82	0.94	209
16:02:48	2.23	17.96	6.84	122.85	88.34	933.73	28.42	2985.17	0.23	0.22	0.1	0.47	195
16:02:49	1.23	17.99	9.53	171.44	66.03	249.82	31.07	2856.58	0.21	0.45	0.83	0.52	222
16:02:50	4.26	19.91	2.46	48.98	96.4	788.22	26.1	644.27	0.84	0.73	0.72	0.5	134
16:02:51	1.86	18.66	1.62	30.23	7.17	638.37	26.21	4692.71	0.05	0.32	0.82	0.56	29
16:02:52	1.62	16.81	9.96	167.43	40.93	872.19	27.55	2661.55	0.0	0.94	0.89	0.38	111
16:02:53	2.05	16.98	8.21	139.41	72.37	790.66	28.32	2336.69	0.16	0.5	0.37	0.35	69
16:02:54	3.05	17.97	4.45	79.97	25.79	38.29	29.8	4952.58	0.35	0.76	0.75	0.16	247
16:02:55	2.82	19.14	7.67	146.8	59.52	446.25	27.76	4433.92	0.71	0.58	0.63	0.54	212
16:02:56	3.33	16.05	5.09	81.69	45.71	324.17	30.43	174.69	0.12	0.79	0.03	0.17	167
16:02:57	4.55	13.44	1.08	14.52	27.29	281.27	29.57	4692.09	0.87	0.35	0.37	0.75	127
16:02:58	3.5	11.3	8.7	98.31	6.18	15.25	26.89	3947.93	0.61	0.73	0.25	0.02	170
16:02:59	2.73	15.83	2.2	34.83	60.27	254.03	31.98	694.97	0.68	0.59	0.8	0.94	119
16:03:00	4.44	17.32	2.7	46.76	7.56	684.12	31.83	827.56	0.14	0.42	0.21	0.16	164
16:03:01	2.64	11.02	5.97	65.79	18.79	566.05	30.72	1331.47	0.77	0.05	0.44	0.04	108
16:03:02	2.79	12.75	9.0	114.75	63.04	410.57	30.74	179.15	0.3	0.02	0.92	0.39	75
16:03:03	4.28	15.28	8.78	134.16	61.55	26.57	30.19	975.97	0.96	0.77	0.22	0.6	180
16:03:04	1.85	11.48	2.79	32.03	62.72	734.56	29.9	628.41	0.72	0.61	0.3	0.67	230
16:03:05	3.72	17.08	8.82	150.65	53.93	21.48	31.02	3642.78	0.27	0.48	0.06	0.71	118
16:03:06	3.14	18.49	7.9	146.07	79.79	399.93	29.66	2763.83	0.42	0.76	0.49	0.83	20
16:03:07	4.03	11.86	5.05	59.89	32.64	524.84	29.83	165.52	0.44	0.0	0.45	0.33	146
16:03:08	2.17	17.83	8.16	145.49	10.35	321.07	26.45	2859.08	0.17	0.58	0.11	0.91	63
16:03:09	4.89	10.16	8.34	84.73	80.3	728.76	26.55	1127.25	0.27	0.96	0.97	0.25	150
16:03:10	1.01	19.22	3.64	69.96	97.68	673.86	26.67	2362.83	0.08	0.29	0.01	0.69	28
16:03:11	4.9	13.72	6.49	89.04	51.66	499.68	26.27	3386.63	0.5	0.04	0.61	0.58	7
16:03:12	1.04	19.66	7.28	143.12	85.5	372.22	25.16	504.45	0.58	0.51	0.13	0.2	198
16:03:13	1.33	17.55	4.35	76.34	72.09	867.18	27.33	2353.67	0.69	0.83	0.76	0.4	244
16:03:14	0.95	11.77	8.62	101.46	58.01	582.73	28.33	2301.44	0.38	0.81	0.64	0.86	18
16:03:15	1.43	10.0	1.15	11.5	72.46	134.39	29.06	16.92	0.5	0.85	0.84	0.32	205
16:03:16	3.23	17.16	6.46	110.85	11.16	237.63	25.11	3763.0	0.97	0.04	0.55	0.14	18
16:03:17	4.98	12.47	7.03	87.66	50.34	10.73	25.0	4592.0	0.09	0.31	0.14	0.16	156
16:03:18	0.25	11.46	9.98	114.37	67.91	131.93	29.86	2493.45	0.54	0.86	0.17	0.83	253
16:03:19	4.95	16.04	1.33	21.33	42.09	939.49	27.14	383.27	0.57	0.07	0.11	0.07	105
16:03:20	2.03	17.99	8.5	152.91	14.36	556.71	30.74	1549.35	0.69	0.17	0.0	0.23	162
16:03:21	3.27	12.17	9.26	112.69	99.56	867.91	25.22	19.44	0.86	0.02	0.19	0.02	57
16:03:22	4.95	10.27	2.78	28.55	89.84	68.81	27.38	1798.19	0.72	0.76	0.28	0.7	194
16:03:23	2.54	19.28	4.82	92.93	42.63	156.39	27.05	1010.88	0.71	0.56	0.46	0.57	226
16:03:24	2.8	13.67	3.95	54.0	67.23	683.02	28.03	3845.01	0.71	0.19	0.93	0.82	199
16:03:25	3.18	15.06	0.63	9.49	62.95	902.09	25.96	3069.92	0.46	0.38	0.9	0.02	214
16:03:26	3.67	13.6	4.3	58.48	94.15	414.88	30.75	1105.27	0.66	0.62	0.73	0.29	67
16:03:27	3.04	11.3	4.81	54.35	49.91	411.91	26.4	3747.62	0.6	1.0	0.48	0.79	25
16:03:28	4.63	12.4	7.51	93.12	31.73	284.86	25.65	1618.97	0.5	0.92	0.2	0.81	140
16:03:29	0.89	17.94	1.86	33.37	68.93	277.65	26.7	1977.43	0.14	0.37	0.95	0.38	160
16:03:30	1.85	17.57	7.75	136.17	17.39	786.29	28.27	2556.29	0.59	0.39	0.95	0.99	101
16:03:31	2.22	11.38	6.41	72.95	87.73	976.94	25.88	3457.21	0.83	0.72	0.05	0.91	199
16:03:32	1.69	18.35	1.47	26.97	35.22	590.39	29.87	2365.79	0.64	0.88	0.48	0.9	97
16:03:33	4.63	14.19	3.85	54.63	51.75	145.98	29.59	3981.89	0.03	0.88	0.16	0.93	64
16:03:34	0.83	15.47	7.32	113.24	36.3	298.45	27.6	3138.68	0.3	0.63	0.65	0.85	252
16:03:35	4.28	18.8	7.95	149.46	84.88	118.23	29.63	675.9	0.63	0.49	0.27	0.71	240
16:03:36	2.72	12.18	0.64	7.8	56.92	353.31	26.14	1393.57	0.82	0.68	0.88	0.42	122
16:03:37	1.91	17.04	4.66	79.41	47.22	985.73	26.38	2192.8	0.31	0.87	0.1	0.18	4
16:03:38	0.1	11.94	3.42	40.83	8.08	887.08	29.22	2364.14	0.01	0.83	0.63	0.93	149
16:03:39	2.21	12.12	2.28	27.63	30.56	836.04	28.18	3568.47	0.46	0.4	0.55	0.45	13
16:03:40	0.82	17.38	9.39	163.2	17.07	743.03	29.57	4639.59	0.47	0.32	0.23	0.08	62
16:03:41	0.22	10.78	2.39	25.76	24.54	23.63	28.13	4227.88	0.73	0.94	0.12	0.23	238
16:03:42	4.41	13.69	5.7	78.03	29.51	548.29	30.89	3247.29	0.59	0.34	0.72	0.14	36
16:03:43	3.42	13.76	5.36	73.75	63.49	857.18	28.27	3849.73	0.21	0.97	0.78	0.3	82
16:03:44	3.05	16.94	5.43	91.98	87.36	322.12	31.17	1362.21	0.79	0.62	0.68	0.9	86
16:03:45	3.25	18.84	9.41	177.28	92.69	816.69	25.86	154.26	0.32	0.81	0.14	0.6	193
16:03:46	1.16	15.77	6.33	99.82	61.15	179.55	29.77	3220.49	0.13	0.22	0.02	0.85	65
16:03:47	0.42	12.81	9.78	125.28	15.11	850.4	25.94	4339.66	0.13	0.39	0.81	0.7	27
16:03:48	3.41	13.74	7.87	108.13	42.13	243.28	26.63	3535.04	0.86	0.41	0.66	0.99	37
16:03:49	4.99	15.35	0.52	7.98	12.37	267.21	30.16	2276.58	0.82	0.95	0.92	0.6	143
16:03:50	2.62	18.43	7.45	137.3	79.29	946.07	25.25	1449.49	0.79	0.07	0.93	0.06	222
16:03:51	2.58	15.54	1.94	30.15	9.87	800.51	30.12	45.44	0.12	0.69	0.92	0.9	197
16:03:52	4.15	18.71	0.65	12.16	8.34	495.49	30.79	3181.31	0.68	0.08	0.54	0.07	224
16:03:53	2.09	10.22	5.14	52.53	18.09	326.4	28.94	659.93	0.27	0.5	0.72	0.56	172
16:03:54	0.75	18.54	2.13	39.49	94.19	423.28	28.31	1649.93	0.64	0.42	0.34	0.41	29
16:03:55	3.95	19.48	3.33	64.87	77.02	66.59	29.25	4634.0	0.55	0.29	0.77	0.85	87
16:03:56	4.74	10.4	6.95	72.28	11.35	813.56	25.39	3972.55	0.05	0.66	0.93	0.76	87
16:03:57	2.69	16.95	2.21	37.46	34.02	667.71	26.02	4207.66	0.39	0.06	0.58	0.56	41
16:03:58	0.94	16.62	9.88	164.21	69.97	298.34	26.38	1279.93	0.21	0.89	0.07	0.78	52
16:03:59	2.8	16.67	7.3	121.69	45.9	970.19	26.33	2182.9	0.52	0.12	0.69	0.36	29
16:04:00	0.52	18.67	5.33	99.51	34.14	704.78	31.81	3518.7	0.39	0.45	0.54	0.12	200
16:04:01	3.12	19.01	2.18	41.44	63.82	26.78	30.04	4571.16	0.93	0.69	0.92	0.41	239
16:04:03	0.19	15.98	8.89	142.06	57.72	55.38	25.69	2697.72	0.35	0.21	0.06	0.52	165
16:04:04	1.76	10.25	8.6	88.15	11.05	470.04	26.92	2753.06	0.53	0.15	0.3	0.83	73
16:04:05	1.66	18.88	4.79	90.44	12.77	265.96	28.37	3675.79	0.68	0.3	0.05	0.91	111
16:04:06	2.04	19.68	8.42	165.71	3.34	679.47	27.38	1348.55	0.59	0.67	0.59	0.89	208
16:04:07	1.08	18.67	8.03	149.92	9.8	27.72	26.32	130.97	0.89	0.63	0.01	0.53	145
16:04:08	0.13	16.64	4.32	71.88	98.05	966.32	29.12	1735.71	0.98	0.0	0.88	0.45	108
16:04:09	0.68	10.36	8.86	91.79	97.53	239.37	31.62	2199.76	0.69	0.84	0.58	0.15	130
16:04:10	4.6	16.17	0.93	15.04	75.89	727.61	28.03	4600.24	0.97	0.2	0.05	0.96	53
16:04:11	2.35	10.86	3.18	34.53	35.21	121.02	27.34	941.66	0.48	0.28	0.5	0.87	255
16:04:12	2.23	16.99	6.72	114.17	49.61	688.08	29.48	4022.05	0.54	0.17	0.31	0.84	120
16:04:13	4.34	16.41	3.22	52.84	80.1	876.96	26.47	1284.39	0.81	0.19	0.67	0.92	114
16:04:14	0.27	19.08	4.35	83.0	73.54	949.51	25.53	3015.58	0.85	0.3	0.73	0.52	17
16:04:15	3.98	11.68	5.26	61.44	20.87	679.21	26.1	4354.14	0.45	0.45	0.32	0.36	109
16:04:16	4.89	16.39	2.8	45.89	43.26	503.41	29.42	4476.94	0.55	0.98	0.21	0.8	112
16:04:17	0.1	14.98	3.47	51.98	13.04	787.39	31.07	1197.87	0.31	0.79	0.21	0.49	18
16:04:18	4.88	14.51	1.62	23.51	51.65	213.01	31.98	4088.22	0.77	0.48	0.66	0.32	249
16:04:19	2.42	14.88	7.85	116.81	55.25	517.04	26.88	4091.93	0.78	0.26	0.26	0.57	8
16:04:20	3.47	19.44	5.44	105.75	49.29	706.14	26.7	1269.67	0.39	0.34	0.89	0.96	194
16:04:21	3.53	17.55	2.6	45.63	9.78	226.29	26.32	731.95	0.09	0.52	0.85	0.44	6
16:04:22	3.58	18.95	8.8	166.76	2.97	74.3	31.62	2951.12	0.63	0.77	0.45	0.75	118
16:04:23	4.55	15.29	3.85	58.87	49.25	191.5	31.05	1574.98	0.23	0.0	0.7	0.6	214
16:04:24	4.06	10.47	6.37	66.69	69.4	709.61	27.62	2460.76	0.45	0.96	0.62	0.87	123
16:04:25	0.6	15.94	9.06	144.42	94.95	784.28	28.47	3614.81	0.16	0.57	0.94	0.03	144
16:04:26	4.94	15.76	2.96	46.65	78.98	574.41	26.6	3458.34	0.46	0.52	0.01	0.79	154
16:04:27	2.58	19.79	4.15	82.13	19.21	520.65	29.51	3776.73	0.76	0.25	0.38	0.42	93
16:04:28	3.4	17.02	7.69	130.88	81.04	15.28	27.15	323.75	0.66	0.8	0.56	0.89	247
16:04:29	0.66	10.45	7.66	80.05	82.3	973.69	28.02	4925.6	0.37	0.56	0.81	0.78	48
16:04:30	2.21	14.53	2.63	38.21	76.43	587.92	29.32	1889.59	0.33	0.38	0.77	0.44	24
16:04:31	1.66	10.96	7.33	80.34	72.21	10.96	27.79	1970.85	0.28	0.72	0.48	0.65	159
16:04:32	2.94	16.84	4.77	80.33	75.21	90.93	26.73	2998.84	0.14	0.26	0.42	0.65	149
16:04:33	3.53	14.17	4.89	69.29	21.88	69.99	25.28	1553.38	0.18	0.63	0.5	0.31	162
16:04:34	0.12	14.7	8.34	122.6	31.42	69.37	30.81	2853.99	0.35	0.71	0.47	0.64	140
16:04:35	0.39	11.56	4.76	55.03	62.13	375.8	31.23	1854.52	0.89	0.31	0.26	0.83	179
16:04:36	2.04	15.03	6.52	98.0	57.28	452.14	27.7	1924.18	0.43	0.78	0.87	0.45	215
16:04:37	4.72	19.26	3.13	60.28	90.75	466.83	29.67	3840.32	0.67	0.57	0.58	0.93	236
16:04:38	5.0	12.02	4.5	54.09	18.98	645.12	31.45	393.79	0.09	0.87	0.16	0.44	125
16:04:39	3.99	16.21	1.74	28.21	78.48	487.1	27.17	1988.74	0.86	0.73	0.32	0.41	6
16:04:40	3.11	14.75	9.51	140.27	18.22	217.01	26.37	2092.05	0.14	0.7	0.58	0.37	67
16:04:41	2.44	10.79	9.95	107.36	68.0	450.28	29.56	749.06	0.63	0.61	0.39	0.86	37
16:04:42	2.46	11.12	5.14	57.16	32.14	695.24	27.61	3232.25	0.75	0.72	0.96	0.77	22
16:04:43	3.91	14.64	4.69	68.66	3.43	109.25	31.47	3611.38	0.56	0.3	0.92	0.3	104
16:04:44	2.44	18.43	5.78	106.53	62.55	509.8	31.99	4997.66	0.83	0.93	0.29	0.74	89
16:04:45	1.94	14.56	8.5	123.76	18.15	496.61	25.83	1747.26	0.95	0.37	0.51	0.55	188
16:04:46	4.75	10.92	7.49	81.79	82.66	152.86	27.95	4041.47	0.36	0.02	0.37	0.59	248
16:04:47	0.8	15.46	6.76	104.51	51.57	334.84	25.33	4925.26	0.04	0.31	0.3	0.48	95
16:04:48	1.16	12.83	0.85	10.91	38.99	143.21	26.34	2130.8	0.76	0.82	0.14	0.27	199
16:04:49	0.32	18.36	7.56	138.8	30.16	720.57	30.77	4467.83	0.38	0.53	0.24	0.29	14
16:04:50	0.27	13.06	7.27	94.95	19.84	441.48	26.29	1910.7	0.39	0.68	0.52	0.09	2
16:04:51	3.54	10.37	5.96	61.81	45.13	682.48	27.98	3983.66	0.04	0.44	0.24	0.81	224
16:04:52	3.65	13.46	4.27	57.47	56.38	310.39	29.82	3118.61	0.94	0.16	0.19	0.14	100
16:04:53	2.94	12.73	2.98	37.94	24.97	708.69	31.6	1041.79	0.02	0.34	0.42	0.02	160
16:04:54	3.99	14.07	1.61	22.65	61.08	307.12	30.2	3887.28	0.67	0.91	0.14	0.51	200
16:04:55	0.63	10.17	2.03	20.65	75.99	676.45	26.0	4136.31	0.63	1.0	0.96	0.77	205
16:04:56	1.06	11.16	5.99	66.85	95.75	68.18	30.06	1980.0	0.56	0.84	0.44	0.23	214
16:04:57	2.61	11.63	8.76	101.88	44.26	891.91	31.37	2099.35	0.35	0.02	0.55	0.03	35
16:04:58	2.46	16.3	3.69	60.15	23.63	39.67	26.06	4715.65	0.31	0.96	0.52	0.33	179
16:04:59	4.53	17.87	3.82	68.26	30.37	52.92	27.43	366.23	0.44	0.72	0.29	0.36	32
16:05:00	3.24	12.92	9.64	124.55	40.14	22.75	29.26	1453.23	0.46	0.87	0.95	0.64	201
16:05:01	1.68	11.21	7.34	82.28	96.95	254.73	26.51	429.63	0.59	0.29	0.12	0.23	146
16:05:02	1.91	11.7	1.45	16.96	98.2	682.89	31.67	4368.02	0.01	0.09	0.71	0.71	69
16:05:03	0.63	19.78	6.36	125.8	29.89	154.17	26.94	2603.68	0.32	0.18	0.81	0.33	182
16:05:04	0.68	16.27	6.55	106.57	34.7	620.53	25.49	3261.91	0.5	0.66	0.17	0.46	67
16:05:05	2.0	17.61	5.94	104.6	97.59	856.49	26.61	865.65	0.0	0.99	0.16	0.01	209
16:05:06	4.23	16.63	1.46	24.28	10.71	118.36	28.54	4846.7	0.42	0.99	0.25	0.42	254
16:05:07	1.99	19.61	4.57	89.62	2.09	519.99	25.86	2978.99	0.23	0.74	0.05	0.07	148
16:05:08	4.43	12.47	5.93	73.95	65.47	35.84	27.24	723.18	0.65	0.35	0.05	0.43	148
16:05:09	4.25	11.11	7.18	79.77	21.56	779.61	29.05	2889.62	0.15	0.13	0.12	0.7	122
16:05:10	1.77	18.33	4.28	78.45	76.18	733.96	31.13	4078.8	0.21	0.97	0.87	0.77	30
16:05:11	1.58	13.76	0.56	7.71	34.78	606.67	30.1	4084.34	0.95	0.01	0.13	0.29	141
16:05:12	0.36	15.77	9.23	145.56	90.82	884.34	27.39	1131.01	0.99	0.29	0.52	0.15	29
16:05:13	2.38	14.37	2.12	30.46	20.71	217.15	26.89	4669.24	0.99	0.42	0.27	0.94	176
16:05:14	3.97	17.86	7.14	127.52	74.76	70.47	26.36	3746.23	0.99	0.86	0.88	0.8	162
16:05:15	1.89	11.34	3.85	43.66	48.27	117.59	25.79	3268.34	0.38	0.48	0.56	0.56	172
16:05:16	3.84	11.46	4.74	54.32	22.42	223.3	29.19	1410.5	0.47	0.92	0.72	0.04	136
16:05:17	3.86	18.12	1.06	19.21	18.22	395.63	28.44	4230.81	0.7	0.97	0.53	0.6	0
16:05:18	4.19	10.96	3.13	34.3	23.56	8.44	31.51	3036.11	0.29	0.92	0.29	0.41	94
16:05:19	1.45	10.28	5.87	60.34	31.04	533.26	28.77	1625.05	0.21	0.82	0.55	0.96	23
16:05:20	3.02	15.98	5.1	81.5	19.14	199.22	28.03	4697.59	0.89	0.83	0.14	0.77	64
16:05:21	0.64	15.39	8.69	133.74	54.63	318.53	26.16	2692.96	0.85	0.92	0.19	0.54	249
16:05:22	2.55	18.47	2.31	42.67	66.12	121.0	30.79	145.7	0.24	0.89	0.86	0.72	48
16:05:23	3.78	17.72	0.91	16.13	2.99	123.03	29.63	765.88	0.59	0.52	0.73	0.7	152
16:05:24	1.78	12.02	2.53	30.41	96.8	839.98	28.25	510.0	0.22	0.31	0.47	0.29	53
16:05:25	4.56	17.08	4.6	78.57	28.64	426.4	27.68	4175.67	0.86	0.05	0.35	0.27	97
16:05:26	2.48	19.48	6.53	127.2	33.56	879.94	28.34	260.13	0.86	0.46	0.88	0.94	221
16:05:27	4.29	12.86	0.58	7.46	1.14	80.84	31.14	4542.96	0.85	0.72	0.09	0.05	14
16:05:28	0.8	10.52	6.77	71.22	88.72	240.2	30.36	733.44	0.84	0.64	0.32	0.1	78
16:05:29	2.87	17.86	1.67	29.83	20.66	477.36	28.02	4679.02	0.59	0.44	0.73	0.4	153
16:05:30	3.47	12.76	2.7	34.45	52.85	135.46	25.86	76.03	0.65	0.29	0.49	0.48	41
16:05:31	4.02	16.52	5.35	88.38	21.91	758.17	29.49	538.17	0.69	0.51	0.52	0.79	199
16:05:32	2.75	12.2	3.45	42.09	63.76	771.44	27.95	1598.45	0.49	0.43	0.5	0.85	24
16:05:33	2.13	18.3	3.66	66.98	4.81	358.76	25.92	2725.58	0.49	0.61	0.03	0.68	203
16:05:34	4.52	15.72	9.77	153.58	93.28	560.81	29.88	4288.34	0.96	0.23	0.21	0.11	245
16:05:35	0.55	13.62	8.14	110.87	68.0	551.86	25.58	1932.97	0.54	0.28	0.28	0.36	11
16:05:36	2.85	18.33	1.69	30.98	17.97	524.37	26.75	833.39	0.81	0.73	0.47	0.33	144
16:05:37	1.89	15.71	7.96	125.05	39.59	946.56	27.94	4743.09	0.84	0.55	0.81	0.43	233
16:05:38	0.25	19.27	5.03	96.93	25.72	118.84	25.78	1410.63	0.15	0.82	0.34	0.92	12
16:05:40	2.73	14.69	6.78	99.6	43.77	503.24	29.6	4042.79	0.55	0.1	0.78	0.8	120
16:05:41	3.15	15.37	4.13	63.48	90.52	693.41	30.74	1026.01	0.6	0.47	1.0	0.26	134
16:05:42	4.59	19.85	4.26	84.56	10.96	333.77	31.01	4670.64	0.51	0.97	0.62	0.91	9
16:05:43	2.48	18.79	5.6	105.22	83.53	604.43	26.11	1852.62	0.75	0.53	0.44	0.56	203
16:05:44	3.76	11.19	3.46	38.72	91.3	717.05	26.31	527.89	0.9	0.23	0.52	0.98	2
16:05:45	0.91	16.78	2.61	43.8	21.82	814.96	30.64	4431.1	0.0	0.7	0.22	0.66	139
16:05:46	1.87	13.23	2.17	28.71	85.06	344.41	27.59	602.1	0.41	0.16	0.05	0.96	237
16:05:47	1.07	17.0	4.33	73.61	9.12	429.59	26.57	2176.31	0.15	0.73	0.35	0.21	181
16:05:48	0.56	10.72	3.62	38.81	28.9	48.81	25.44	579.33	0.73	0.22	0.41	0.45	162
16:05:49	2.41	12.6	6.66	83.92	77.51	586.89	30.67	367.57	0.7	0.65	0.87	0.18	88
16:05:50	2.5	17.38	6.21	107.93	75.11	287.67	30.41	3417.61	0.35	0.15	0.13	0.44	184
16:05:51	4.69	19.95	5.49	109.53	61.24	881.98	31.96	4772.53	0.23	0.24	0.9	0.59	1
16:05:52	4.2	13.63	6.0	81.78	43.37	827.24	27.32	3792.92	0.62	0.41	0.69	0.1	230
16:05:53	3.02	10.18	4.99	50.8	56.94	198.38	25.67	2516.85	0.55	0.96	0.78	0.51	77
16:05:54	1.62	16.8	6.21	104.33	86.7	801.34	26.74	4422.7	0.95	0.87	0.17	0.45	112
16:05:55	2.22	18.6	9.22	171.49	52.18	800.03	25.28	3179.61	0.62	0.65	0.15	0.59	36
16:05:56	2.35	17.6	3.06	53.86	39.6	567.07	30.45	4957.9	0.2	0.68	0.39	0.04	58
16:05:57	4.34	12.44	0.96	11.94	97.72	943.81	26.68	1909.98	0.37	0.39	0.18	0.79	17
16:05:58	3.4	10.54	6.63	69.88	91.21	198.22	30.06	2319.96	0.18	0.54	0.66	0.17	226
16:05:59	2.38	17.18	6.3	108.23	68.91	5.15	25.08	3904.06	0.76	0.71	0.31	0.98	57
16:06:00	0.29	17.71	9.37	165.94	72.94	619.07	26.58	1960.76	0.6	0.81	0.63	0.51	117
16:06:01	0.36	14.18	2.22	31.48	84.53	829.39	31.72	1267.74	0.3	0.16	0.68	0.4	204
16:06:02	3.54	17.21	4.57	78.65	81.75	491.08	31.63	4669.81	0.58	0.13	0.96	0.8	3
16:06:03	3.88	18.23	4.66	84.95	15.58	766.26	28.71	2887.33	0.75	0.17	0.87	0.39	68
16:06:04	2.14	13.15	8.19	107.7	2.58	451.73	25.73	530.33	0.73	0.89	0.94	0.45	197
16:06:05	4.08	19.21	0.85	16.33	95.74	57.49	30.14	398.2	0.17	0.31	0.78	0.11	172
16:06:06	1.39	19.42	8.23	159.83	77.31	102.62	30.31	1538.26	0.88	0.66	0.87	0.16	85
16:06:07	0.39	19.47	1.19	23.17	15.03	407.6	25.79	2250.57	0.45	0.22	0.46	0.76	192
16:06:08	3.96	14.72	8.68	127.77	26.9	238.62	25.1	3815.45	0.97	0.04	0.29	0.33	154
16:06:09	3.84	17.92	4.62	82.79	34.1	918.61	31.6	2352.41	0.51	0.79	0.01	0.12	55
16:06:10	1.62	10.81	0.77	8.32	37.38	404.61	26.52	1777.43	0.01	0.21	0.3	0.94	77
16:06:11	3.56	18.79	6.37	119.69	7.6	816.05	26.41	1558.11	0.72	0.62	0.73	0.08	209
16:06:12	1.23	14.03	5.73	80.39	57.78	230.21	25.26	1855.71	0.27	0.47	0.06	0.89	48
16:06:13	1.83	15.56	9.25	143.93	17.07	116.03	27.5	4190.63	0.36	0.33	0.28	0.75	227
16:06:14	0.74	14.45	8.59	124.13	73.87	247.15	29.85	3628.3	0.57	0.14	0.98	0.74	228
16:06:15	1.39	10.71	2.51	26.88	25.83	711.19	26.14	4308.87	0.68	0.94	0.1	0.22	170
16:06:16	1.71	15.3	3.15	48.2	27.69	866.89	27.04	4512.41	0.22	0.1	0.49	0.06	220
16:06:17	3.06	19.67	8.99	176.83	50.81	589.27	28.48	521.93	0.98	0.21	0.07	0.34	222
16:06:18	4.13	10.76	2.18	23.46	69.28	43.02	28.25	1560.97	0.27	0.79	0.74	0.15	230
16:06:19	4.5	15.65	8.35	130.68	0.36	278.14	31.91	4295.56	0.28	0.75	0.17	0.77	161
16:06:20	3.78	17.27	3.9	67.35	31.87	873.82	25.54	3606.51	0.1	0.9	0.28	0.16	62
16:06:21	0.26	10.52	4.09	43.03	10.41	570.2	26.38	2764.93	0.39	0.41	0.28	0.33	212
16:06:22	3.91	18.73	8.81	165.01	26.87	271.73	27.49	971.86	0.41	0.34	0.25	0.05	118
16:06:23	0.93	16.5	7.12	117.48	88.31	938.27	25.37	1889.65	0.46	0.12	0.85	0.16	203
16:06:24	1.09	18.24	8.02	146.28	25.8	506.58	31.3	3550.71	0.91	0.55	0.49	0.82	16
16:06:25	0.91	11.0	3.64	40.04	61.85	640.19	25.32	4098.09	0.41	0.93	0.8	0.86	107
16:06:26	3.55	11.04	8.6	94.94	70.99	203.08	26.7	1741.15	0.54	0.5	0.35	0.92	49
16:06:27	4.35	10.4	7.72	80.29	42.21	567.11	27.23	4197.07	1.0	0.61	0.61	0.6	255
16:06:28	2.04	18.76	1.18	22.14	70.37	843.64	31.35	4620.83	0.73	0.03	0.59	0.04	234
16:06:29	2.46	12.86	2.53	32.54	59.91	722.39	29.92	140.97	0.29	0.05	0.75	0.96	135
16:06:30	2.39	16.28	8.45	137.57	68.12	681.96	29.54	4335.79	0.67	0.2	0.24	0.01	7
16:06:31	1.99	17.35	2.11	36.61	14.18	430.14	26.92	2817.54	0.98	0.07	0.14	0.81	241
16:06:32	2.45	17.68	3.24	57.28	75.15	419.6	27.31	2463.64	0.34	0.2	0.43	0.04	172
16:06:33	0.28	10.34	1.22	12.61	20.53	429.27	28.84	1777.15	0.27	0.67	0.11	0.41	183
16:06:34	0.27	12.8	6.67	85.38	22.1	929.74	31.82	3524.23	0.03	0.25	0.09	0.53	248
16:06:35	1.44	18.35	6.36	116.71	66.87	556.89	27.34	1113.52	0.96	0.61	0.47	0.17	121
16:06:36	4.96	15.98	9.25	147.81	79.17	971.88	27.3	3422.73	0.0	0.83	0.96	0.17	30
16:06:37	4.36	12.11	3.12	37.78	5.74	79.85	25.27	4681.55	0.04	0.1	0.29	0.11	194
16:06:38	2.68	13.41	0.99	13.28	7.94	590.92	25.68	305.97	0.06	0.47	0.0	0.31	158
16:06:39	3.41	19.15	4.43	84.83	10.93	449.4	31.34	1655.95	0.25	0.26	0.4	0.63	204
16:06:40	2.16	12.59	4.26	53.63	28.71	486.17	31.5	303.93	0.96	0.86	0.16	0.44	63
16:06:41	1.68	13.14	4.97	65.31	10.94	546.26	26.06	4337.31	0.17	0.86	0.43	0.95	34
16:06:42	2.62	18.6	2.81	52.27	12.07	306.02	28.44	835.71	0.38	0.26	0.01	0.36	195
16:06:43	0.79	16.54	1.32	21.83	56.19	639.31	29.27	4427.35	0.48	0.43	0.28	0.43	53
16:06:44	4.03	13.22	2.01	26.57	8.39	735.23	30.66	767.72	0.77	0.59	0.69	0.02	98
16:06:45	3.76	13.27	9.55	126.73	66.03	127.79	30.17	2450.86	0.52	0.6	0.87	0.56	158
16:06:46	2.31	14.7	6.33	93.05	19.99	239.08	25.2	3787.87	0.3	0.76	0.26	1.0	30
